Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
170243,OIE,48.883333,6.616667,Europe,France,Lorraine,Haboudange,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170242,OIE,48.75,5.05,Europe,France,Lorraine,Trémont-sur-Saulx,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170241,OIE,46.4,1.083333,Europe,France,Poitou-Charentes,Coulonges,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170240,OIE,46.383333,0.883333,Europe,France,Poitou-Charentes,Saulgé n°2,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170239,OIE,46.383333,0.883333,Europe,France,Poitou-Charentes,Saulgé n°1,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170238,OIE,47.9,5.516667,Europe,France,Champagne-Ardenne,Marcilly-en-Bassigny,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170237,OIE,48.533333,5.133333,Europe,France,Champagne-Ardenne,Chevillon,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170236,OIE,46.233333,1.033333,Europe,France,Limousin,Oradour-Saint-Genest,Unknown,30/01/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170235,OIE,46.95,4.4,Europe,France,Bourgogne,epinac,Unknown,28/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170234,OIE,48.466667,6.2,Europe,France,Lorraine,Vaudeville,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170233,OIE,48.183333,5.1,Europe,France,Champagne-Ardenne,Marault,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, cattle",0,0,0,0,0,,,,
170232,OIE,47.983333,5.883333,Europe,France,Lorraine,Les Thons,Unknown,04/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, cattle",0,0,0,0,0,,,,
170231,OIE,46.2,0.083333,Europe,France,Poitou-Charentes,Caunay,Unknown,03/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, cattle",0,0,0,0,0,,,,
170230,OIE,50.616667,2.2,Europe,France,Nord-Pas-de-Calais,Delettes,Unknown,07/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, cattle",0,0,0,0,0,,,,
170229,OIE,47.966667,3.25,Europe,France,Bourgogne,Précy-sur-Vrin,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170228,OIE,47.48414,3.98098,Europe,France,Bourgogne,Magny,Unknown,29/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170227,OIE,47.416667,4.033333,Europe,France,Bourgogne,Beauvilliers,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170226,OIE,46.016667,1.083333,Europe,France,Limousin,Vaulry,Unknown,28/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170225,OIE,46.1,0.916667,Europe,France,Limousin,Mézières-sur-Issoire,Unknown,20/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170224,OIE,46.216667,1.166667,Europe,France,Limousin,Magnac-Laval,Unknown,02/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170223,OIE,46.05,1.016667,Europe,France,Limousin,Blond,Unknown,20/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170222,OIE,46.116667,1.05,Europe,France,Limousin,Bellac,Unknown,05/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170221,OIE,49.733333,0.833333,Europe,France,Haute-Normandie,Étalleville,Unknown,29/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170220,OIE,46.466667,4.6,Europe,France,Bourgogne,La Vineuse,Unknown,02/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170219,OIE,47.9,6.066667,Europe,France,Franche-Comte,Hurecourt,Unknown,01/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170218,OIE,48.916667,7.216667,Europe,France,Alsace,Waldhambach,Unknown,08/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170217,OIE,48.816667,4.8,Europe,France,Champagne-Ardenne,Sogny-en-l'Angle,Unknown,05/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170216,OIE,47.183333,-0.183333,Europe,France,Pays-de-la-Loire,Cizay-la-Madeleine,Unknown,28/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170215,OIE,46.65,1.883333,Europe,France,Centre,Mers-sur-Indre,Unknown,28/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170214,OIE,46.433333,1.3,Europe,France,Centre,Chaillac,Unknown,05/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170213,OIE,46.066667,0.666667,Europe,France,Poitou-Charentes,Lessac,Unknown,04/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170212,OIE,46.033333,0.716667,Europe,France,Poitou-Charentes,Esse,Unknown,10/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170211,OIE,48.35,3.7,Europe,France,Champagne-Ardenne,Saint-Lupien,Unknown,14/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170210,OIE,48.633333,4.0,Europe,France,Champagne-Ardenne,Salon,Unknown,20/01/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170209,OIE,49.7,3.683333,Europe,France,Picardie,Dercy,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170208,OIE,46.233333,1.033333,Europe,France,Limousin,Oradour-Saint-Genest,Unknown,10/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170207,OIE,47.833333,3.1,Europe,France,Bourgogne,Saint-Martin-sur-Ouanne,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170206,OIE,49.6,0.566667,Europe,France,Haute-Normandie,Bolleville,Unknown,10/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170205,OIE,48.166667,5.533333,Europe,France,Champagne-Ardenne,Romain-sur-Meuse,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170204,OIE,48.516667,0.133333,Europe,France,Basse-Normandie,Vingt-Hanaps,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, cattle",0,0,0,0,0,,,,
170203,OIE,49.316667,0.15,Europe,France,Basse-Normandie,Saint-Martin-aux-Chartrains,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, cattle",0,0,0,0,0,,,,
170202,OIE,47.966667,3.783333,Europe,France,Bourgogne,Jaulges,Unknown,09/03/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
170201,OIE,47.966667,6.233333,Europe,France,Lorraine,Trémonzey,Unknown,21/02/2012,05/04/2012,Confirmed,Schmallenberg,,"domestic, sheep",0,0,0,0,0,,,,
