Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
234468,OIE,56.9314,23.4956,Europe,Latvia,Rigas,Salas parish,Exact,14/02/2018,23/02/2018,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
234467,OIE,57.9972,25.1972,Europe,Latvia,Valmieras,Vilpulkas parish,Exact,14/02/2018,23/02/2018,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
234466,OIE,57.2594,21.8903,Europe,Latvia,Ventspils,Ugales parish,Exact,14/02/2018,23/02/2018,Confirmed,African swine fever,,"wild, wild boar",,3,3,,,,0,,
234465,OIE,56.7006,25.6133,Europe,Latvia,Aizkraukles,Klintaines parish,Exact,14/02/2018,23/02/2018,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
234464,OIE,57.1589,22.0164,Europe,Latvia,Ventspils,Ugales parish,Exact,13/02/2018,23/02/2018,Confirmed,African swine fever,,"wild, wild boar",,7,7,,,,0,,
234463,OIE,57.2817,22.4578,Europe,Latvia,Talsu,Gibulu parish,Exact,13/02/2018,23/02/2018,Confirmed,African swine fever,,"wild, wild boar",,2,2,,,,0,,
234462,OIE,56.7931,23.2856,Europe,Latvia,Tukuma,Dzukstes parish,Exact,13/02/2018,23/02/2018,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
234461,OIE,51.298,31.4661,Europe,Ukraine,Chernihivs'ka,Hrabivka,Unknown,05/03/2018,07/03/2018,Confirmed,African swine fever,,"domestic, swine",2,2,2,0,0,,0,,
234460,OIE,48.2784,26.0156,Europe,Ukraine,Chernivets'ka,Mahala,Unknown,28/02/2018,06/03/2018,Confirmed,African swine fever,,"domestic, swine",,15,15,0,0,,0,,
234459,National authorities,24.966667,118.383333,Asia,China,Fujian Sheng,Nanan City,Unknown,,28/02/2018,Confirmed,Influenza - Avian,H7N9 LPAI,"domestic, duck",,1,,,,,0,,
234458,OIE,23.69,120.25,Asia,Taiwan (Province of China),Taiwan Sheng,Donghi Township ,Unknown,27/02/2018,27/02/2018,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",,,,,,,0,,
234457,OIE,20.31638889,86.61166667,Asia,India,Orissa,Jagatsinghpur,Exact,11/02/2018,07/03/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",1823,,0,1823,,,0,,
234456,OIE,37.181,-94.315,Americas,United States of America,Missouri,Jasper county,Exact,26/02/2018,06/03/2018,Confirmed,Influenza - Avian,H7N1 LPAI,"domestic, turkey",20000,,0,0,,,0,0,0
