Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
275567,OIE,38.056,127.164,Asia,Republic of Korea,Kyonggi-do,Sinheung-ri,Exact,03/07/2020,05/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275566,OIE,38.056,127.164,Asia,Republic of Korea,Kyonggi-do,Sinheung-ri,Exact,03/07/2020,05/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275565,OIE,38.05132,127.165164,Asia,Republic of Korea,Kyonggi-do,Sinheung-ri,Exact,03/07/2020,05/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275564,OIE,38.18687,126.989574,Asia,Republic of Korea,Kyonggi-do,Jeogeum-ri,Exact,02/07/2020,05/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275563,OIE,50.416444,22.246889,Europe,Poland,Podkarpackie,Rudnik nad Sanem,Exact,15/03/2020,03/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275562,OIE,50.2608,23.0005,Europe,Poland,Podkarpackie,Ulazow,Exact,11/03/2020,03/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275561,OIE,52.08925,21.474056,Europe,Poland,Mazowieckie,Sepochow,Exact,11/03/2020,03/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275560,OIE,50.310361,22.515222,Europe,Poland,Podkarpackie,Kurylowka,Exact,10/03/2020,03/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275559,OIE,50.341806,22.326639,Europe,Poland,Podkarpackie,Sarzyna,Exact,09/03/2020,03/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
275558,OIE,51.1647,23.2173,Europe,Poland,Lubeiskie,Poczekajka,Exact,09/03/2020,03/07/2020,Confirmed,African swine fever,,"wild,wild boar (sus scrofa) (suidae))",,1,1,,,,,,
