Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
222237,OIE,45.345108,3.449731,Europe,France,Auvergne,AGNAT,Unknown,23/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",84,1,0,0,0,,,,
222236,OIE,45.70082,2.653698,Europe,France,Auvergne,BRIFFONS,Unknown,23/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",182,1,0,0,0,,,,
222235,OIE,45.42468,3.119567,Europe,France,Auvergne,RENTIERES,Unknown,23/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",106,1,0,0,0,,,,
222234,OIE,44.93844,3.206182,Europe,France,Auvergne,LOUBARESSE,Unknown,23/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",139,1,0,0,0,,,,
222233,OIE,46.346235,5.310676,Europe,France,Rhone-Alpes,VILLEMOTIER,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",141,1,0,0,0,,,,
222232,OIE,46.24657,3.560216,Europe,France,Auvergne,PERIGNY,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",201,1,0,0,0,,,,
222231,OIE,46.420914,-0.808131,Europe,France,Pays-de-la-Loire,FONTAINES,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",181,1,0,0,0,,,,
222230,OIE,47.008857,-1.328361,Europe,France,Pays-de-la-Loire,SAINT HILAIRE DE LOULAY,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",89,1,0,0,0,,,,
222229,OIE,46.743552,-1.964007,Europe,France,Pays-de-la-Loire,SAINT HILAIRE DE RIEZ,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",361,1,0,0,0,,,,
222228,OIE,45.65666,2.838929,Europe,France,Auvergne,ORCIVAL,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",443,1,0,0,0,,,,
222227,OIE,45.877027,4.49533,Europe,France,Rhone-Alpes,PONTCHARRA SUR TURDINE,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",82,1,0,0,0,,,,
222226,OIE,45.304109,4.56661,Europe,France,Rhone-Alpes,BOURG ARGENTAL,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",62,1,0,0,0,,,,
222225,OIE,47.037216,5.924907,Europe,France,Franche-Comte,BARTHERANS,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",77,1,0,0,0,,,,
222224,OIE,44.948205,3.53941,Europe,France,Auvergne,SAUGUES,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",160,1,0,0,0,,,,
222223,OIE,45.463638,3.392999,Europe,France,Auvergne,CHAPELLE-SUR-USSON,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",112,1,0,0,0,,,,
222222,OIE,45.836669,3.920503,Europe,France,Rhone-Alpes,ST-MARTIN-LA-SAUVETE,Unknown,22/12/2016,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",76,1,0,0,0,,,,
